inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0113,schemas/cpp-recovery.schema.json,9eda5eb04cdd6404ed82077dab0b1f2668f3682b33f864fec3c7348439515d8a,932,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0114,schemas/decompme-packet.schema.json,65cd0a5d3197e6de85ec46c8eb372a387102192d9341ee252a7f40ca83b91704,1160,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0115,schemas/dependency-audit.schema.json,2eef4097789050d846536b406ccd7b9e8e639467bdf1ca530045fcc6050c8ee2,1002,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0116,schemas/drcov-trace.schema.json,aedc8ab92612b4b325552d3de98da9d04e2e4c3aa2bb2ab319e20f85616cfe7f,1164,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0117,schemas/dynamic-report.schema.json,1af7c179c9d4fedbf542c098eab126d556fc8345a464176d211640f391effce0,647,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0118,schemas/evidence.schema.json,5c5199ae9f480dbbb28eb3ebd889a53a46c08535cabf346d3a0bf04f4a4aa7bd,1243,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0119,schemas/exe-diff-report.schema.json,3bfb70b7158750523074f638ff5955cc519097a37543f9f097909f4576373b50,1581,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0120,schemas/execution-harness-generated.schema.json,7ba43bfcb6b5b8736d784112af5531e1a890630e379eb2c345f15442c18a2c6d,1397,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0121,schemas/execution-harness.schema.json,2ec27dc202dcf7ab923c646c71e30769b0c18527aaf2e6ba44e70536574e4f68,1621,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0122,schemas/function-workflow.schema.json,972f7c4fef555a4653a57cad04f1dedb186cc70a6c59de7e674645b30c240351,1451,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0123,schemas/function.schema.json,00c65be77cc237df28a9112019c07019f88f38072ceb329907adc88bcfc34704,3676,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0124,schemas/hybrid-project.schema.json,c72692b4469f7ba92b2945968974d495371e2c0f03ad438c970418c3ce31d9b0,1940,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0125,schemas/image-match-report.schema.json,f81f81c2581b2941b9a3850aa2d296957e1d14de2ad3d8ee92839b34ccfadc23,1063,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0126,schemas/image-profile.schema.json,5916e3589fb77876a26861ccfea7dfbfbf4b9c55e92243ed66dae4270dad70d7,1687,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0127,schemas/integration-report.schema.json,4732a3a8f4038739f46c7b7b74b20999c68d9f637bac783a53b03eee91e91d1a,856,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0128,schemas/integration-scenarios.schema.json,60799068b8df90e7d457415f6e08fa236a0620630ddab2641dec2ff8bac6e43e,5710,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0129,schemas/linker-layout.schema.json,a8faf6022c8b70e04c3375d47a480b9a811e72edd55ea7e0ec4e80a77a8ca934,769,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0130,schemas/linker-reconstruction-plan.schema.json,1d6fadf9737abed4d02cc90d3859898785edf62d3909c39fe893c8841c57f504,1234,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0131,schemas/mcp-mutation.schema.json,64335798160269133e880d823f14de7f0cb4f2dafbf0c47526e24fb9fb16ea29,1155,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0132,schemas/memory-event.schema.json,d2f38971ac7dda92dda0564bb77bb4858160b5a342476d36fe52238eb5289e74,1300,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0133,schemas/msvc-metadata.schema.json,84d0b6bc880ab47954f951a4eed4db317c14ee33ed5cdbe0ee098ce61c1d6273,688,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0134,schemas/objdiff-manifest.schema.json,2fe8f65399749687b2890cc643f474c0b8de221e90f6ae5013ce0d8b46590360,1006,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0135,schemas/pdb.schema.json,850bbf885fa040ac4601dc4d93c2fb4b3afda1dd86612a0d8866a34bacf07008,2594,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0136,schemas/pipeline.schema.json,a9b7b790fb6c877370a4c61ecbdf0f92eac13d9aba389cc0ab8d8723aee92ca6,1850,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0137,schemas/project-template.schema.json,1bf881ea328d3a6c00d727c0cbe1e47763726e70362a085354178add994458ce,1609,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0138,schemas/project.schema.json,4ab19d9064e8d249fdd545d1fa183920902d6afbe647d004ddd571a208295b0b,2917,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0139,schemas/release-gate.schema.json,50e1f5a6cb46b67f833c881a7f025be5c7c047c1f23c3607608488afe17256cd,701,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0140,schemas/relink-manifest.schema.json,ca2b77b7be6b562589e841753a9afa8c6baf1fc7cf8c703409c90fc56507e890,1169,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0141,schemas/reproduction.schema.json,aea350be271c7795406a2dd55096775e9d0b531215e05f43b75a9c6b5bd98281,854,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0142,schemas/security-audit.schema.json,d62a14bd5c6d796dd52aee929ccfdf8e1265f825167070c8ffd680321a00b637,821,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0143,schemas/symbolic-memory-harness.schema.json,e7ce53b843c172758fc086503e040cd1c60a3836f528b2c8396a7e77ab7c200a,1762,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0144,schemas/symbolic-memory-report.schema.json,5e17dedb1bedf6581662f4cced118e40b8075957a161daea2abfab778d0298ba,1042,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0145,schemas/symbolic-report.schema.json,cc596ec7c42bc74e7810dbf52bf50cba2d17375e9438f0a3fcbb3dae67a88e29,523,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0146,schemas/synthetic-corpus.schema.json,3c05d2c0a766021805afdd306d6a08068af6a24cdb0adb82fb3eca4d0f1d7c7d,2225,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0147,schemas/target-decisions.schema.json,647192549c5e079a02e597648a0d3d2ade5078866f869b7e0da34324b5976ed6,850,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0148,schemas/target-pack.schema.json,867b89f3738ff1310340d078c5ae530f0087277e96cd00106fa1275cd0bcc954,1400,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0149,schemas/test-bundle-report.schema.json,482f5b618cd46eb5e815392f2655bb9fe4f3683e1f5122b8f7ab0ea69f8a2820,863,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0150,schemas/test-bundle.schema.json,398d162a3ccc9e3bd1e984af67efbfaf12a840f4013b406c0cf8d150f490deab,1451,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0151,schemas/type-constraint.schema.json,f98328b457deccc685ea8be764507320d5ff94deddb366e47c5018a678baa59d,1023,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0152,schemas/verification.schema.json,a70e3422e6b0bec967695257c7b66d44f17a0cfe3f15d99799eb1c038ccb7fa0,1495,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0153,schemas/work-task.schema.json,36794b2e24e785918a28d8bd7f5fedd100c090ed64030c71eefa0a8c933b92c9,2144,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0154,schemas/worker-report.schema.json,f4fee8d629c5e963519a4f5ab25c4bb0856592421ee218fe7d047b5ebe089b3c,1073,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0155,schemas/assembly/asm-function.schema.json,5203c2e7147c3d4a5b57d7f481e62a341c8a5a49aa6534c27350c51b67f49f4b,1284,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0156,schemas/assembly/asm-run.schema.json,da6ccd5588a1e5a2324c9e99e4ac21bc9246d7393c3042e5436ee5a40ba98736,581,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0157,schemas/assembly/relocation-resolution.schema.json,2cf985f26cc073f194e444ef49215b8bc4f2cd66d0ee546f05e67559afba63a2,1136,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0158,schemas/assembly/roundtrip-report.schema.json,fd727824f525c79838ba3366ea7a3651490cd270d9e267734efca7d9223a3650,941,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0159,schemas/assembly/symbol-map.schema.json,ddacd944e055f1b3e9e902199252271944479183e3cfc77cbf11ff9443b867d6,926,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0160,schemas/governance/campaign.schema.json,df027ea63ef0017b5a9ecae133a21ab7fa13f68e00545529e8606b5f39d1f854,896,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0161,schemas/governance/candidate.schema.json,db23f94af8b37ebdfff2798c271a0ef02ea9d77aae83fa8c8ebdab3d2f55ad67,716,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0162,schemas/governance/changeset.schema.json,6788b90056dbf46cdaaaab292bdc6c3102e20ff47c790f131b47c15d08f5cbd3,715,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0163,schemas/governance/consensus.schema.json,f3edcf4a5962701cde7a0f4f483a19d49e9f5beea5e6a4dc3c643c9970ee9c43,851,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0164,schemas/governance/counterexample.schema.json,0e2b706ed1bf89e6c07a483dd171dbb23fbac4f67c87ef1df16be6c2fe50d19c,757,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0165,schemas/governance/family.schema.json,cd02347eefe68396b21d7ec5af6ef9c1554dd4715e962e302ece657cb0b851ed,668,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0166,schemas/governance/hypothesis.schema.json,1013bee5c093d4cf0e619dbcdc52a2b2ff79c0b768da9c699ad0483bfc283a83,929,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0167,schemas/governance/knowledge-graph.schema.json,d1bc76932c0264e763eb4cdb47d46397ddf00bb57e1c240371ef42049631db28,697,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0168,schemas/governance/plugin.schema.json,1fb5e12f5c8eb5408dea6372c5442273b1694559dc9c09784bbca4309dbf5fd2,701,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0169,schemas/governance/proof-bundle.schema.json,b169fcd67f41318514ea5984fa5715cab569020f56547ccb58f93a98679090c0,882,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0170,schemas/governance/review.schema.json,280cfe7963adcdcbbb3a1fde01b921cad82751d2240a4fcdaa9b9543db071bc2,778,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0171,schemas/governance/worker.schema.json,ca8f6768a4c7dfe89e80f2107c4bb43badde4d01d3ec6947ff001c9b207b403c,689,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0172,schemas/local-llm/candidate.schema.json,cadff624248794b1841a55fd49f2f980658a442d046530c183ec0c89d44d99ab,530,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0173,schemas/local-llm/job.schema.json,6ac68b5f4f22855154f8ec09e599c7caa3ce12d117fb125a0bae8e4dce0197a8,1900,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0174,schemas/local-llm/profile.schema.json,dc3ed501bada8be1896567c329fd550ad843059786ed07bbae6ef3063fdfe3ee,1740,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0175,schemas/local-llm/report.schema.json,d61c0308354431848f281d3c62cd32b39c9d61277492bee480a02276e5ad6ac0,2379,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0176,schemas/native/boundary-finding.schema.json,58d723eee6c5c374f78dcac68a23be5d0b60c6f002c3e8285d307eef496e74fc,539,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0177,schemas/native/candidate-manifest.schema.json,d3bad2e693b4b7d6e1c230d9e03ff775298273523c8b562d3b78400c13313029,750,.json,text,text,n/a (not a git repository),n/a,,configuration (schema),,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
